"xx.Token","Exchange","Type","Symbol","Expiry","Strike","OpType","Token","Blank","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
868131,"BSE","OPTION","FOCIT","29-OCT-2026",34100,"PE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""868131 5 202"")","#RTD(""greekserver.rtdfunctions"",,""868131 41 202"")","#RTD(""greekserver.rtdfunctions"",,""868131 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868131 7 202"")","#RTD(""greekserver.rtdfunctions"",,""868131 42 202"")","#RTD(""greekserver.rtdfunctions"",,""868131 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868131 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868131 12 202"")","#RTD(""greekserver.rtdfunctions"",,""868131 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868131 25 202"")","#RTD(""greekserver.rtdfunctions"",,""868131 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868131 27 202"")","#RTD(""greekserver.rtdfunctions"",,""868131 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868131 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868131 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868131 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868131 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868131 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""868131 20 202""))","#RTD(""greekserver.rtdfunctions"",,""868131 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868131 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868131 40 202"")","#RTD(""greekserver.rtdfunctions"",,""868131 34 202"")/100"
862398,"BSE","OPTION","FOCIT","29-OCT-2026",34200,"PE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""862398 5 202"")","#RTD(""greekserver.rtdfunctions"",,""862398 41 202"")","#RTD(""greekserver.rtdfunctions"",,""862398 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862398 7 202"")","#RTD(""greekserver.rtdfunctions"",,""862398 42 202"")","#RTD(""greekserver.rtdfunctions"",,""862398 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862398 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862398 12 202"")","#RTD(""greekserver.rtdfunctions"",,""862398 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862398 25 202"")","#RTD(""greekserver.rtdfunctions"",,""862398 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862398 27 202"")","#RTD(""greekserver.rtdfunctions"",,""862398 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862398 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862398 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862398 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862398 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862398 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""862398 20 202""))","#RTD(""greekserver.rtdfunctions"",,""862398 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862398 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862398 40 202"")","#RTD(""greekserver.rtdfunctions"",,""862398 34 202"")/100"
868647,"BSE","OPTION","FOCIT","29-OCT-2026",34300,"PE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""868647 5 202"")","#RTD(""greekserver.rtdfunctions"",,""868647 41 202"")","#RTD(""greekserver.rtdfunctions"",,""868647 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868647 7 202"")","#RTD(""greekserver.rtdfunctions"",,""868647 42 202"")","#RTD(""greekserver.rtdfunctions"",,""868647 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868647 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868647 12 202"")","#RTD(""greekserver.rtdfunctions"",,""868647 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868647 25 202"")","#RTD(""greekserver.rtdfunctions"",,""868647 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868647 27 202"")","#RTD(""greekserver.rtdfunctions"",,""868647 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868647 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868647 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868647 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868647 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868647 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""868647 20 202""))","#RTD(""greekserver.rtdfunctions"",,""868647 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868647 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""868647 40 202"")","#RTD(""greekserver.rtdfunctions"",,""868647 34 202"")/100"
862914,"BSE","OPTION","FOCIT","29-OCT-2026",34400,"PE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""862914 5 202"")","#RTD(""greekserver.rtdfunctions"",,""862914 41 202"")","#RTD(""greekserver.rtdfunctions"",,""862914 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862914 7 202"")","#RTD(""greekserver.rtdfunctions"",,""862914 42 202"")","#RTD(""greekserver.rtdfunctions"",,""862914 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862914 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862914 12 202"")","#RTD(""greekserver.rtdfunctions"",,""862914 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862914 25 202"")","#RTD(""greekserver.rtdfunctions"",,""862914 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862914 27 202"")","#RTD(""greekserver.rtdfunctions"",,""862914 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862914 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862914 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862914 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862914 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862914 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""862914 20 202""))","#RTD(""greekserver.rtdfunctions"",,""862914 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862914 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862914 40 202"")","#RTD(""greekserver.rtdfunctions"",,""862914 34 202"")/100"
874411,"BSE","OPTION","FOCIT","29-OCT-2026",34500,"PE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""874411 5 202"")","#RTD(""greekserver.rtdfunctions"",,""874411 41 202"")","#RTD(""greekserver.rtdfunctions"",,""874411 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""874411 7 202"")","#RTD(""greekserver.rtdfunctions"",,""874411 42 202"")","#RTD(""greekserver.rtdfunctions"",,""874411 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""874411 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""874411 12 202"")","#RTD(""greekserver.rtdfunctions"",,""874411 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""874411 25 202"")","#RTD(""greekserver.rtdfunctions"",,""874411 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""874411 27 202"")","#RTD(""greekserver.rtdfunctions"",,""874411 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""874411 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""874411 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""874411 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""874411 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""874411 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""874411 20 202""))","#RTD(""greekserver.rtdfunctions"",,""874411 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""874411 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""874411 40 202"")","#RTD(""greekserver.rtdfunctions"",,""874411 34 202"")/100"
867047,"BSE","OPTION","FOCIT","29-OCT-2026",34600,"PE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""867047 5 202"")","#RTD(""greekserver.rtdfunctions"",,""867047 41 202"")","#RTD(""greekserver.rtdfunctions"",,""867047 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867047 7 202"")","#RTD(""greekserver.rtdfunctions"",,""867047 42 202"")","#RTD(""greekserver.rtdfunctions"",,""867047 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867047 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867047 12 202"")","#RTD(""greekserver.rtdfunctions"",,""867047 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867047 25 202"")","#RTD(""greekserver.rtdfunctions"",,""867047 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867047 27 202"")","#RTD(""greekserver.rtdfunctions"",,""867047 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867047 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867047 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867047 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867047 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867047 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""867047 20 202""))","#RTD(""greekserver.rtdfunctions"",,""867047 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867047 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867047 40 202"")","#RTD(""greekserver.rtdfunctions"",,""867047 34 202"")/100"
876698,"BSE","OPTION","FOCIT","29-OCT-2026",34700,"PE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""876698 5 202"")","#RTD(""greekserver.rtdfunctions"",,""876698 41 202"")","#RTD(""greekserver.rtdfunctions"",,""876698 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""876698 7 202"")","#RTD(""greekserver.rtdfunctions"",,""876698 42 202"")","#RTD(""greekserver.rtdfunctions"",,""876698 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""876698 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""876698 12 202"")","#RTD(""greekserver.rtdfunctions"",,""876698 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""876698 25 202"")","#RTD(""greekserver.rtdfunctions"",,""876698 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""876698 27 202"")","#RTD(""greekserver.rtdfunctions"",,""876698 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""876698 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""876698 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""876698 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""876698 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""876698 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""876698 20 202""))","#RTD(""greekserver.rtdfunctions"",,""876698 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""876698 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""876698 40 202"")","#RTD(""greekserver.rtdfunctions"",,""876698 34 202"")/100"
867603,"BSE","OPTION","FOCIT","29-OCT-2026",34800,"PE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""867603 5 202"")","#RTD(""greekserver.rtdfunctions"",,""867603 41 202"")","#RTD(""greekserver.rtdfunctions"",,""867603 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867603 7 202"")","#RTD(""greekserver.rtdfunctions"",,""867603 42 202"")","#RTD(""greekserver.rtdfunctions"",,""867603 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867603 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867603 12 202"")","#RTD(""greekserver.rtdfunctions"",,""867603 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867603 25 202"")","#RTD(""greekserver.rtdfunctions"",,""867603 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867603 27 202"")","#RTD(""greekserver.rtdfunctions"",,""867603 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867603 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867603 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867603 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867603 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867603 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""867603 20 202""))","#RTD(""greekserver.rtdfunctions"",,""867603 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867603 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867603 40 202"")","#RTD(""greekserver.rtdfunctions"",,""867603 34 202"")/100"
878436,"BSE","OPTION","FOCIT","29-OCT-2026",34900,"PE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""878436 5 202"")","#RTD(""greekserver.rtdfunctions"",,""878436 41 202"")","#RTD(""greekserver.rtdfunctions"",,""878436 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""878436 7 202"")","#RTD(""greekserver.rtdfunctions"",,""878436 42 202"")","#RTD(""greekserver.rtdfunctions"",,""878436 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""878436 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""878436 12 202"")","#RTD(""greekserver.rtdfunctions"",,""878436 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""878436 25 202"")","#RTD(""greekserver.rtdfunctions"",,""878436 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""878436 27 202"")","#RTD(""greekserver.rtdfunctions"",,""878436 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""878436 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""878436 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""878436 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""878436 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""878436 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""878436 20 202""))","#RTD(""greekserver.rtdfunctions"",,""878436 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""878436 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""878436 40 202"")","#RTD(""greekserver.rtdfunctions"",,""878436 34 202"")/100"
866642,"BSE","OPTION","FOCIT","29-OCT-2026",35000,"PE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""866642 5 202"")","#RTD(""greekserver.rtdfunctions"",,""866642 41 202"")","#RTD(""greekserver.rtdfunctions"",,""866642 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866642 7 202"")","#RTD(""greekserver.rtdfunctions"",,""866642 42 202"")","#RTD(""greekserver.rtdfunctions"",,""866642 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866642 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866642 12 202"")","#RTD(""greekserver.rtdfunctions"",,""866642 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866642 25 202"")","#RTD(""greekserver.rtdfunctions"",,""866642 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866642 27 202"")","#RTD(""greekserver.rtdfunctions"",,""866642 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866642 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866642 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866642 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866642 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866642 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""866642 20 202""))","#RTD(""greekserver.rtdfunctions"",,""866642 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866642 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866642 40 202"")","#RTD(""greekserver.rtdfunctions"",,""866642 34 202"")/100"
864631,"BSE","OPTION","FOCIT","29-OCT-2026",35100,"PE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""864631 5 202"")","#RTD(""greekserver.rtdfunctions"",,""864631 41 202"")","#RTD(""greekserver.rtdfunctions"",,""864631 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864631 7 202"")","#RTD(""greekserver.rtdfunctions"",,""864631 42 202"")","#RTD(""greekserver.rtdfunctions"",,""864631 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864631 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864631 12 202"")","#RTD(""greekserver.rtdfunctions"",,""864631 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864631 25 202"")","#RTD(""greekserver.rtdfunctions"",,""864631 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864631 27 202"")","#RTD(""greekserver.rtdfunctions"",,""864631 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864631 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864631 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864631 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864631 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864631 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""864631 20 202""))","#RTD(""greekserver.rtdfunctions"",,""864631 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864631 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864631 40 202"")","#RTD(""greekserver.rtdfunctions"",,""864631 34 202"")/100"
867230,"BSE","OPTION","FOCIT","29-OCT-2026",35200,"PE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""867230 5 202"")","#RTD(""greekserver.rtdfunctions"",,""867230 41 202"")","#RTD(""greekserver.rtdfunctions"",,""867230 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867230 7 202"")","#RTD(""greekserver.rtdfunctions"",,""867230 42 202"")","#RTD(""greekserver.rtdfunctions"",,""867230 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867230 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867230 12 202"")","#RTD(""greekserver.rtdfunctions"",,""867230 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867230 25 202"")","#RTD(""greekserver.rtdfunctions"",,""867230 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867230 27 202"")","#RTD(""greekserver.rtdfunctions"",,""867230 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867230 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867230 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867230 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867230 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867230 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""867230 20 202""))","#RTD(""greekserver.rtdfunctions"",,""867230 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867230 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867230 40 202"")","#RTD(""greekserver.rtdfunctions"",,""867230 34 202"")/100"
865169,"BSE","OPTION","FOCIT","29-OCT-2026",35300,"PE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""865169 5 202"")","#RTD(""greekserver.rtdfunctions"",,""865169 41 202"")","#RTD(""greekserver.rtdfunctions"",,""865169 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865169 7 202"")","#RTD(""greekserver.rtdfunctions"",,""865169 42 202"")","#RTD(""greekserver.rtdfunctions"",,""865169 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865169 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865169 12 202"")","#RTD(""greekserver.rtdfunctions"",,""865169 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865169 25 202"")","#RTD(""greekserver.rtdfunctions"",,""865169 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865169 27 202"")","#RTD(""greekserver.rtdfunctions"",,""865169 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865169 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865169 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865169 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865169 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865169 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""865169 20 202""))","#RTD(""greekserver.rtdfunctions"",,""865169 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865169 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865169 40 202"")","#RTD(""greekserver.rtdfunctions"",,""865169 34 202"")/100"
863216,"BSE","OPTION","FOCIT","29-OCT-2026",35400,"PE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""863216 5 202"")","#RTD(""greekserver.rtdfunctions"",,""863216 41 202"")","#RTD(""greekserver.rtdfunctions"",,""863216 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""863216 7 202"")","#RTD(""greekserver.rtdfunctions"",,""863216 42 202"")","#RTD(""greekserver.rtdfunctions"",,""863216 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""863216 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""863216 12 202"")","#RTD(""greekserver.rtdfunctions"",,""863216 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""863216 25 202"")","#RTD(""greekserver.rtdfunctions"",,""863216 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""863216 27 202"")","#RTD(""greekserver.rtdfunctions"",,""863216 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""863216 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""863216 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""863216 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""863216 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""863216 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""863216 20 202""))","#RTD(""greekserver.rtdfunctions"",,""863216 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""863216 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""863216 40 202"")","#RTD(""greekserver.rtdfunctions"",,""863216 34 202"")/100"
865695,"BSE","OPTION","FOCIT","29-OCT-2026",35500,"PE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""865695 5 202"")","#RTD(""greekserver.rtdfunctions"",,""865695 41 202"")","#RTD(""greekserver.rtdfunctions"",,""865695 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865695 7 202"")","#RTD(""greekserver.rtdfunctions"",,""865695 42 202"")","#RTD(""greekserver.rtdfunctions"",,""865695 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865695 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865695 12 202"")","#RTD(""greekserver.rtdfunctions"",,""865695 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865695 25 202"")","#RTD(""greekserver.rtdfunctions"",,""865695 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865695 27 202"")","#RTD(""greekserver.rtdfunctions"",,""865695 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865695 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865695 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865695 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865695 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865695 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""865695 20 202""))","#RTD(""greekserver.rtdfunctions"",,""865695 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865695 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865695 40 202"")","#RTD(""greekserver.rtdfunctions"",,""865695 34 202"")/100"
